Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNTR9.NGAFp7E-w1yjdfM8rul7Jfnsn3O_vlkFs2I4GTK_ytg&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoxNTV9.sr7VkbOOiJhqCj4kkQ0FCU1Axi9qXwz0fO4AfwOqgEA&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNTZ9.9BzquqBBD876M3uN28RfkGDkbSAcq3Jf8io0ZJABF-c&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoxNTd9.u7ZUQp1rZYRsPw8j04tYAAONpN4wb5APp1yKhrrGok4&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNTh9.jy0ZahKpO2y-7qb6WHNcdwVjIFdYAh9jwzy3ZrONJUI&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNTl9.sU7cMNdFYE8NDJeVB1e9pBVthE3LT0q9vXxY0OmSWoE&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoxNjB9.h9B-Z21rk_1mThsfpZ-cuqaZAcO3t9BWlmpWnwuT4gc&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNjF9.SNMAlXPm54NZLU_dMOxbemr0syBrulgm4oWZFgTp4r0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoxNjJ9.eBpD4O67Y0jf6kK3zwGjckaI6yFskGf_06ozheO6PPk&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channel/removeowner/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNjN9.y81Y56vKwiLcAvWk0u4Xy6-EYGxuafrnNreagdXy8kE&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoxNjR9.l-5f2d1uQ6OHiNs0ONZjiHtny9iUsxBspJdZxbHRepE&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNjN9.y81Y56vKwiLcAvWk0u4Xy6-EYGxuafrnNreagdXy8kE&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNjV9.ZbwobOpLITlOePY1rwqpnNWTq08sOKhF6rkBXezfCbc&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoxNjZ9._h3B9ERIsrrS47eXccaNajCMNa3qAc6nvZa4cEwNXrc&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNjV9.ZbwobOpLITlOePY1rwqpnNWTq08sOKhF6rkBXezfCbc&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channel/join/v2 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNjd9.vIb0VqROiCJlXgvi98wxUlkd751sad5GSrNy81y7VU0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNjh9.Hp5LDOy4l-8mqr0M_vK_WGvm3GZpg48NPLdH_B4Mz90&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNjl9.5-y9buCFWegt3x44Sh5kZFGz3A8FnsIGxIPupEh_wG4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzB9.l4Bv-AJwm7uZmLnlOFRnuBQZ2TBDv3PTpka7bD3TAio&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzF9.d7uPphibqiHND5D3ZHATKlcyhMQRbBy9H7I1n7rk4lQ&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzJ9.CVwrBvJ01l6h-C1fiy6UHrFUPv5YnY39qlyGlnpFAhM&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzJ9.CVwrBvJ01l6h-C1fiy6UHrFUPv5YnY39qlyGlnpFAhM HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzN9.GmbkghTH64DHziiQ7Xe7yGjB1eX7f6uA65Lwe_FxNAE&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzN9.GmbkghTH64DHziiQ7Xe7yGjB1eX7f6uA65Lwe_FxNAE HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzR9.epgqeHusqKeH5mrzHFgT4mc7vLC320_QxCymGQ6Cu74&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzR9.epgqeHusqKeH5mrzHFgT4mc7vLC320_QxCymGQ6Cu74 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzV9.eSJgYP-Fn5C4BqSKWVOM45z0DJb1ImEXzYZYtuv7DAM&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzV9.eSJgYP-Fn5C4BqSKWVOM45z0DJb1ImEXzYZYtuv7DAM HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzZ9.4YinKkmxwDI_4ZbhLrDo_PiI7kNfNYzUUkI-v4R7oQg&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzZ9.4YinKkmxwDI_4ZbhLrDo_PiI7kNfNYzUUkI-v4R7oQg HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzd9.srxqjU--CaWa2goQ1Arh15PWtbLL_I6w3p4JoTFtaVk&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzd9.srxqjU--CaWa2goQ1Arh15PWtbLL_I6w3p4JoTFtaVk HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzh9.ucnXbdM73FCCSqASlmvP_FMB9pqtiIdZmqjlosHtr_8&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzh9.ucnXbdM73FCCSqASlmvP_FMB9pqtiIdZmqjlosHtr_8 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxNzl9.7IlZF3DFTvsFjVXeA43R70ntQzN03v2siPLubN4wp7w&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoxODB9.BNfDWMDlaQCnEaHRiwuUa6oNeCv_iIP5egxSQA8i19k&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channel/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoxODB9.BNfDWMDlaQCnEaHRiwuUa6oNeCv_iIP5egxSQA8i19k HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxODF9.Z1Xo_TTh8mf6VR1J2S2ggDCfse3y-qlFhU66V5bHGIU&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxODF9.Z1Xo_TTh8mf6VR1J2S2ggDCfse3y-qlFhU66V5bHGIU HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxODJ9.WgiDVe5EX8sHJgWGhBVSR3GxtqdVhcowzXZZKF8dNwA&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /channels/listall/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxODJ9.WgiDVe5EX8sHJgWGhBVSR3GxtqdVhcowzXZZKF8dNwA HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxODN9.L0DNvi-yGV4Opblvi9SrvrQ1hZkHaU-MH4cUuqNSycY&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoxODR9.vZwaarM7FNcIeBftKfG920A5Ib5sm5AhHTJpgeUmymU&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /channels/listall/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxODN9.L0DNvi-yGV4Opblvi9SrvrQ1hZkHaU-MH4cUuqNSycY HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxODV9.bC86yHITZNDGmo2-aTPS7BYNHA27oMNHUrFw8aDrXVE&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoyLCJzZXNzaW9uX2lkIjoxODZ9.Dre_nXh0e4se4PvCNQAuwBpE5zr8-rs3B59C12l2IhA&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /channels/listall/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxODV9.bC86yHITZNDGmo2-aTPS7BYNHA27oMNHUrFw8aDrXVE HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoxLCJzZXNzaW9uX2lkIjoxODd9.OVbSU3mdo_7UCG8NsJmzpxhJLRwcmq2Ya7UGSTftu9Y&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 16:24:15] "POST /auth/register/v2 HTTP/1.1" 200 -
